function,file,string
aic78xx_init,aic78xx_driver.c,aic78xx_him_owner
aic78xx_init,aic78xx_driver.c,aic78xx
aic78xx_init_pb,aic78xx_driver.c,_host_id
aic78xx_init_pb,aic78xx_driver.c,aic78xx_owner
aic78xx_init_pb,aic78xx_driver.c,SCSI Bus ID %d
aic78xx_init_pb,aic78xx_driver.c,%-24s   %-8s   %24s
aic78xx_init_pb,aic78xx_driver.c,aic78xx_isr
aic78xx_init_pb,aic78xx_driver.c,_poll
aic78xx_reset,aic78xx_driver.c,scsi_sb_ready
aic78xx_scan_adapter,aic78xx_driver.c,...queueing pac\n
aic78xx_scan_adapter,aic78xx_driver.c,...pac completed\n
aic78xx_scan_adapter,aic78xx_driver.c,...allocating targets\n
aic78xx_scan_adapter,aic78xx_driver.c,found %d targets => 
aic78xx_scan_adapter,aic78xx_driver.c,"ID %d, LUN %d;  "
aic78xx_command,aic78xx_driver.c,pOsmIOB->iob.taskStatus = %x\n
aic78xx_poll,aic78xx_driver.c,_poll
dynamic,allocfree.c,Zone can't be extended\n
dynamic,allocfree.c,Default zone extended at the expense of memzone.\nUse INIT before booting\n
alloc_cmd,allocfree.c,00000000\n
alloc_cmd,allocfree.c,%08X\n
physcheck,alphamm.c,%X:  PFN out of range\n
AMD_erase_sector,amdflash_support.c,Erasing sector %d at offset %x\n
init_flash_rom,amdflash_support.c,\n%s\tsize = %x\terase data = %x\n
read_flash_rom,amdflash_support.c,Reading %d bytes from flash location %x\n
write_flash_rom,amdflash_support.c,"Writing %d bytes, %d block(s), starting at flash location %x\n"
dump_state,ansi.c,il=%d pv=%d err=%d\n
dump_state,ansi.c,c=%c pchar=%c\n
dump_state,ansi.c,pvc (%d) 
dump_state,ansi.c,ilc (%d) 
dump_state,ansi.c,%02X 
local_next,ansi.c,%02X 
main,ansi.c,ESC: %02X\n
main,ansi.c,CSI: %02X\n
main,ansi.c,SS2: %02X\n
main,ansi.c,SS3: %02X\n
main,ansi.c,DEF: %02X\n
kbin,ansi.c,KBIN assign failed.  code = %X\n
csi,aputchar.c,CSI %c %d %d\n
esc,aputchar.c,ESC %c\n
erase,aputchar.c,ERASE: final: %c p0: %d\n
apu_update,apu_check.c,updx_boot
apu_update,apu_check.c,boot pmem:%x\n
CheckForUpdate,apu_check.c,apu_updx
CheckForUpdate,apu_check.c,updx_boot
execute_script,apu_check.c,shell
execute_script,apu_check.c,updx_done
update,apu_test.c,updx_boot
update,apu_test.c,boot pmem:%x\n
CheckForUpdate,apu_test.c,updx
CheckForUpdate,apu_test.c,updx_boot
execute_script,apu_test.c,shell
execute_script,apu_test.c,updx_done
main,atoi.c,%08X %s\n
tlist_verify,blex.c,tlist [%d] is broken\n
yy_lex,blex.c,%25.25s	%2d %s\n
yy_lex,blex.c,newline
install_history,blex.c,"exceeding %d tokens, continuing\n"
yy_reset,blex.c,prompt
yy_reset,blex.c,LP%02d%s
yy_reset,blex.c,P%02d%s
yy_reset,blex.c,LP%02d>>>
yy_reset,blex.c,P%02d>>>
yy_reset,blex.c,P%02d>>>
yy_get,blex.c,\r\n
yy_unget,blex.c,yy_lex pushback error\n
nlist_verify,blex.c,nlist %d not valid (%d)\n
sh_routine,blex.c,^C\n
sh_tag,blex.c,sh_tag: prec %x dp %x\n
sh_tag,blex.c,shell couldn't tag %d memory blocks\n
sh_flush,blex.c,sh_flush: dp %x\n
syntax_error,blex.c,"syntax error: '%s' unexpected on line %d, file %s\n"
syntax_error,blex.c,newline
rule_command_sequence,blex.c,command_sequence
rule_command_list,blex.c,command_list
rule_andor,blex.c,andor
rule_pipe,blex.c,pipeline
rule_command,blex.c,command
rule_simple_command,blex.c,simple_command
rule_case,blex.c,case
rule_else_part,blex.c,else_part
rule_word,blex.c,word
rule_word_list,blex.c,word_list
rule_name,blex.c,name
rule_pattern,blex.c,pattern
rule_term,blex.c,term
_showrule,blex.c,rule_%s\n
exec_command_list,blex.c,sh_bg
exec_command_list,blex.c,command list default rule taken\n
exec_andor,blex.c,andor default rule taken\n
exec_case,blex.c,Poorly formed pattern in case statement
exec_pipe,blex.c,pipe
exec_pipe,blex.c,can't create a pipe
exec_pipe,blex.c,Can't open pipe %s\n
exec_simple,blex.c,<%s >%s 2>&%s\n
exec_simple,blex.c,%s: No such command\n
exec_simple,blex.c,%s is not executable\n
exec_simple,blex.c,child_done
_showexec,blex.c,exec_%s
_showexec,blex.c, %08X
sh_par_xlate,blex.c,%08X
sh_par_xlate,blex.c,%08X
sh_par_xlate,blex.c,%08X
sh_par_xlate,blex.c,%08X
sh_par_xlate,blex.c,%08X
sh_cmdsub,blex.c,sh_in_
sh_cmdsub,blex.c,sh_out_
sh_cmdsub,blex.c,shell can't open %s\n
sh_cmdsub,blex.c,cmd_sub
sh_cmdsub,blex.c,sh_cmdsub
sh_cmdsub,blex.c,shell can't open output file %s from command substitution\n
sh_makesubshell,blex.c,shell
show_expanded_args,blex.c, /%s/
boot_support,boot.c,p2_cnt
boot_support,boot.c,BOOT
boot_support,boot.c,\nUnknown system state.\n
boot_support,boot.c,System must be reset prior to boot.\n\n
boot_support,boot.c,\nInconsistent boot driver state.\n
boot_support,boot.c,System is configured with multiple partitions.\n
boot_support,boot.c,A complete INIT must be performed before rebooting.\n
boot_support,boot.c,System will be reset prior to boot.\n\n
boot_support,boot.c,"Partitions defined, but not started. Starting partitions now.\n"
boot_support,boot.c,GALAXY
boot_support,boot.c,Insufficient Heap for overlay decompression.\n
boot_support,boot.c,System will be reset prior to boot.\n
boot_support,boot.c,boot_reset
boot_support,boot.c,sys_model_num
boot_support,boot.c,\n* * * WARNING * * *\n
boot_support,boot.c,boot disallowed:\n
boot_support,boot.c,"System model number \""%s\"" does not agree with hardware configuration.\n\n"
boot_support,boot.c,\nboot disallowed: 
boot_support,boot.c,CPU Speed error\n
boot_support,boot.c,Unknown Board Type\n
boot_support,boot.c,%xh\n
boot_support,boot.c,\n\tAttempts to boot without P2 installed = %d\n\n
boot_support,boot.c,"\nHalt is or has been asserted, BOOT NOT POSSIBLE\n\n"
boot_support,boot.c,warning -- main memory zone is not free\n
boot_support,boot.c,boot_dev
boot_support,boot.c,bootdef_dev
boot_support,boot.c,boot_dev
boot_support,boot.c,boot_dev
boot_support,boot.c,boot_file
boot_support,boot.c,boot_osflags
boot_support,boot.c,usage is boot <device> [-file <file>] [-flags <flags>]\n
boot_support,boot.c,"\nRetrying, type ^C to abort...\n\n"
boot_sub,boot.c,Illegal memory configuration - booting disabled.\n
boot_sub,boot.c,Illegal KN7CD/E configuration - booting disabled.\n
boot_sub,boot.c,(boot %s%s%s%s%s)\n
boot_sub,boot.c, -file 
boot_sub,boot.c, -flags 
boot_sub,boot.c,failed to open %s\n
boot_sub,boot.c,srm_boot
boot_sub,boot.c,%.4s_protocols
boot_sub,boot.c,BOOTP
boot_sub,boot.c,bootp
boot_sub,boot.c,\nTrying MOP boot.\n
boot_sub,boot.c,mopdl
boot_sub,boot.c,\nTrying BOOTP boot.\n
boot_sub,boot.c,tftp:verbose
boot_sub,boot.c,unrecognized boot device type\n
boot_sub,boot.c,bootstrap failure\n
boot_sub,boot.c,bootstrap code read in\n
boot_sub,boot.c,booted_dev
boot_sub,boot.c,booted_file
boot_sub,boot.c,booted_osflags
boot_sub,boot.c,"base = %x, image_start = %x, image_bytes = %x\n"
boot_sub,boot.c,changing image_start to %x\n
boot_sub,boot.c,initializing HWRPB at %x\n
boot_sub,boot.c,GCT base = %x\n
boot_sub,boot.c,initializing page table at %x\n
boot_sub,boot.c,"Exceeded the number of allocated PTEs, continuing anyway.\n"
boot_sub,boot.c,initializing machine state\n
boot_sub,boot.c,setting affinity to the primary CPU\n
boot_sub,boot.c,ee_boot
boot_sub,boot.c,galaxy_isolate
boot_sub,boot.c,galaxy_isolate
boot_sub,boot.c,jumping to bootstrap code\n
boot_disk,boot.c,failed to read %s\n
boot_disk,boot.c,block 0 of %s is not a valid boot block\n
boot_disk,boot.c,block 0 of %s is a valid boot block\n
boot_disk,boot.c,reading %d blocks from %s\n
boot_disk,boot.c,failed to read %s\n
boot_disk,boot.c,failed to read %s\n
boot_tape,boot.c,failed to read %s\n
boot_tape,boot.c,VOL1
boot_tape,boot.c,%s is not an ANSI labeled tape\n
boot_tape,boot.c,reading file %s from %s\n
boot_tape,boot.c,.SYS
boot_tape,boot.c,boot block format for %s\n
boot_tape,boot.c,"record 0 of %s is not a valid boot block, must be data\n"
boot_tape,boot.c,record 0 of %s is a valid boot block\n
boot_tape,boot.c,unrecognized tape format\n
boot_tape,boot.c,%d records read\n
boot_get_filename,boot.c,HDR1
boot_get_filename,boot.c,HDR1 record missing\n
boot_get_filename,boot.c,HDR4
boot_get_filename,boot.c,found file %s\n
boot_network,boot.c,-fi*l*e*[ \t]+%s
boot_network,boot.c,"%s:\""%s\""/%s"
dump_fp,boot.c,fp:%x\n
dump_boot_block,boot.c,boot block : %08x\n
dump_inode,boot.c,inode : %08x\n
dump_inode,boot.c,      ip->%s : %s\n
dump_inode,boot.c,name
dump_ddb,boot.c,ddb : %08x\n
dump_ddb,boot.c,      ddb->%s : %s\n
dump_ddb,boot.c,name
display_boot_info,boot.c,POWERUP
display_boot_info,boot.c,POWERUP
display_boot_info,boot.c,SRM boot identifier: %s\n
display_boot_info,boot.c,boot adapter: %s%d  rev %x in bus slot %d
display_boot_info,boot.c, off of %s%d in TLSB slot %d\n
map_via_page_table,boot.c,"map_via_page_table, pa = %x, pfn = %x, i = %x, va = %x\n"
map_via_page_table,boot.c,"map_via_page_table, could not map pa = %x\n"
bpt,bpt.c,XDELTA
bpt,bpt.c,Load of XDELTA failed\n
shell_cmd,bshell.c,cmd_
shell_cmd,bshell.c,%s\n
shell_cmd,bshell.c,-shellquals
shell_cmd,bshell.c,shell_cmd
bufcat,bufcat.c,can't allocate enough memory\n
bufcat_helper,bufcat.c,cat_empty
bufcat_helper,bufcat.c,cat_full
bufcat_helper,bufcat.c,reader_done
bufcat_helper,bufcat.c,writer_done
bufcat_helper,bufcat.c,cat_reader
bufcat_helper,bufcat.c,cat_writer
buildfru,build_fru.c,s e a v o
buildfru,build_fru.c,could not find FRU Identifier %s\n
buildfru,build_fru.c,not enough arguments\n
buildfru,build_fru.c, Building FRU -s on %s\n
buildfru,build_fru.c,not enough arguments\n
buildfru,build_fru.c, Clearing TDD and SDD area on %s\n
buildfru,build_fru.c,BAD MFG site code\n
show_fru,build_fru.c,s e v
show_fru,build_fru.c,FRUname           Sys_serial_num\n
show_fru,build_fru.c,FRUname         E  Part#              Serial#    Model/Other Alias/Misc\n
show_fru,build_fru.c,%-14.14s    %-16.16s\n
show_fru,build_fru.c,%-14.14s  %02.2x 
show_fru,build_fru.c,%-18.18s 
show_fru,build_fru.c,%-10.10s 
show_fru,build_fru.c,%-10.10s  
show_fru,build_fru.c,%-16.16s
show_fru,build_fru.c,%-14.14s  00 
show_fru,build_fru.c,%-18.18s 
show_fru,build_fru.c,%-10.10s 
show_fru,build_fru.c,%-10.10s  
show_fru,build_fru.c,%-16.16s
show_error,build_fru.c,%-14.14s Hardware Failure\n
show_error,build_fru.c,%-14.14s TDD - Type: %d 
show_error,build_fru.c,Test: %d  
show_error,build_fru.c,SubTest: %d  
show_error,build_fru.c,Error: %d\n
show_error,build_fru.c,%-14.14s SDD - Type: %d LastLog: %d  Overwrite: %d\n
show_error,build_fru.c,%-14.14s Bad checksum   0 to 62  EXP:%02.2x  RCV:%02.2x\n
show_error,build_fru.c,%-14.14s Bad checksum  64 to 126  EXP:%02.2x  RCV:%02.2x\n
show_error,build_fru.c,%-14.14s Bad checksum 128 to 254  EXP:%02.2x  RCV:%02.2x\n
show_error,build_fru.c,%-14.14s SYS_SERIAL_NUM Mismatch\n
clear_error,build_fru.c,not enough arguments\n
clear_error,build_fru.c,s e a v o
clear_error,build_fru.c,FRU Identifier... %s\n
clear_error,build_fru.c,\tchk TDD & SDD...\n
clear_error,build_fru.c,\tFixing TDD & SDD...\n
clear_error,build_fru.c,\tchk chksum #1...\n
clear_error,build_fru.c,\tFixing Chksum 0to62...\n
clear_error,build_fru.c,\tchk chksum #2...\n
clear_error,build_fru.c,\tFixing Chksum 64to126...\n
clear_error,build_fru.c,\tchk chksum #3...\n
clear_error,build_fru.c,\tFixing Chksum 128to254...\n
clear_error,build_fru.c,\tchk sys serial...\n
clear_error,build_fru.c,\tFixing SysSerialNum...\n
clear_error,build_fru.c,could not find FRU Identifier %s\n
clear_error,build_fru.c,FRU Identifier... %s\n
clear_error,build_fru.c,\tFixing TDD & SDD...\n
clear_error,build_fru.c,\tFixing Chksum 0to62...\n
clear_error,build_fru.c,\tFixing Chksum 64to126...\n
clear_error,build_fru.c,\tFixing Chksum 128to254...\n
clear_error,build_fru.c,\tFixing SysSerialNum...\n
jedec_checksum,build_fru.c,BAD Length value for checksum\n
vpd_data_dump_queue,build_fru.c,element (%x) hose (%x) slot (%x) found\n
cb_get_ttfp,call_backs.c,tta0
cb_get_ttfp,call_backs.c,tta1
cb_get_ttfp,call_backs.c,NO_SUCH_DEVICE
cb_get_ttfp,call_backs.c,tta1
cb_get_ttfp,call_backs.c,tta1
cb_get_ttfp,call_backs.c,NO_SUCH_DEVICE
cb_get_ttfp,call_backs.c,sipr+
cb_get_ttfp,call_backs.c,tta0
cb_get_ttfp,call_backs.c,tta0
cb_get_ttfp,call_backs.c,tta0
cb_get_ttfp,call_backs.c,sipw
cb_getc,call_backs.c,cb_getc: unit %x fread %x %x\n
cb_getc,call_backs.c,cb_getc: kbd_get %x\n
cb_getc,call_backs.c,cb_getc: mouse_get %x\n
cb_puts,call_backs.c,cb_puts: unit %x string %x i %x\n
cb_puts,call_backs.c,cb_puts: unit %x string %x i %x\n
cb_process_keycode,call_backs.c,process keycode entered\n
cb_set_term_int,call_backs.c,"cb_set_term_int: unit %x, rx_req %x tx_req %x\n"
cb_set_term_int,call_backs.c,cb_set_term_int: ttfp %x\n
cb_open,call_backs.c,vmem
cb_open,call_backs.c,"\n%%%%%%%% %s, %s\n"
cb_open,call_backs.c,"cb_open: %s, %s\n"
cb_open,call_backs.c,"cb_open, new fname: %s\n"
cb_open,call_backs.c,"\ncb_open: failed %s, %s\n"
cb_close,call_backs.c,cb_close\n
cb_ioctl,call_backs.c,vmem
cb_ioctl,call_backs.c,cb_ioctl: buffer is too small\n
cb_ioctl,call_backs.c,cb_ioctl: case %d is reserved.\n
cb_ioctl,call_backs.c,ip->misc is zero\n
cb_ioctl,call_backs.c,ip->misc is zero\n
cb_read,call_backs.c,vmem
cb_read,call_backs.c,"cb_read: dst = %016.16x, lbn = %d, size = %d\n"
cb_read,call_backs.c,"cb_read, size:%d  lbn:%d  dst:%x  fp:%x\n"
cb_read,call_backs.c,"cb_read, fp name:%s\n"
cb_read,call_backs.c,"call cb read driver routine, size:%d\n"
cb_read,call_backs.c,cb_read exit: size = %x(%d)\n
cb_read,call_backs.c,"cb_read exit, :%d\n"
cb_write,call_backs.c,vmem
cb_write,call_backs.c,"cb_write: src = %016.16x, lbn = %d, size = %d\n"
cb_write,call_backs.c,"cb_write, size:%d  fp:%x  lbn:%d  src:%x\n"
cb_write,call_backs.c,"cb_write, fp name:%s\n"
cb_write,call_backs.c,cb_write exit\n
cb_set_env,call_backs.c,vmem
cb_set_env,call_backs.c,"set_env: %s, %s\n"
cb_reset_env,call_backs.c,vmem
cb_reset_env,call_backs.c,"set_env: %s, %s\n"
cb_get_env,call_backs.c,vmem
cb_get_env,call_backs.c,"get_env: %s, %s\n"
cb_get_env,call_backs.c,get_env: %s failed\n
cb_save_env,call_backs.c,save_env:\n
cb_save_env,call_backs.c,save_env:\n
cb_pswitch,call_backs.c,"cb_pswitch: %x, %x\n"
cb_pswitch,call_backs.c,idle
cb_pswitch,call_backs.c,shell
srm_long2short,call_backs.c,SCSI3
fc_long2short,call_backs.c,SCSI3
fc_long2short,call_backs.c,WWID:
fc_long2short,call_backs.c,registering new portname - %s\n
fc_long2short,call_backs.c,portname already registered at index %d\n
fc_long2short,call_backs.c,0 0 %s
fc_long2short,call_backs.c,registering new wwid - %s\n
fc_long2short,call_backs.c,wwid already registered at %d\n
fc_long2short,call_backs.c,%s@wwid%d 
fc_long2short,call_backs.c,srmshort: %s \n
cb_write_eerom,call_backs.c,calling cb_write_eerom\n
cb_write_eerom,call_backs.c,"cb_write_eerom: buffer = %016.16x, length = %x, fru_id = %x, operation_code = %x\n"
cb_write_eerom,call_backs.c,vmem
cb_write_eerom,call_backs.c,cb_write_eerom: status: %016x\n
cb_read_eerom,call_backs.c,calling cb_read_eerom\n
cb_read_eerom,call_backs.c,vmem
cb_read_eerom,call_backs.c,"cb_read_eerom: buffer = %016x, length = %x, fru_id = %x, operation_code = %x\n"
cb_read_eerom,call_backs.c,cb_read_eerom: status: %016x\n
cat,cat.c,"Illegal after Diagnostic Mode, must Init first\n"
cat,cat.c,cat: can't allocate enough memory\n
check,check.c,f r w x b
chmod,chmod.c,r w x b z
dump_BDL_record,cipca_common.c,%04d %c%x %08x %08x %08x %08x %08x %08x %08x %08x\n
cixcd_get_nbuf,cipca_common.c,"\ncixcd_get_nbuf: attempting ddq removal, ddq entries %x\n"
cixcd_get_nbuf,cipca_common.c,"cixcd_get_nbuf: ddfq carrier removal failure car %x, buff %x, num ddfq entries %x\n"
cixcd_get_nbuf,cipca_common.c,"\ncixcd_get_nbuf: removed ddq: st  %x, *car %x, *nbuf %x, ddfq_ent %x\n"
cixcd_replenish_ddfq,cipca_common.c,"  replenish_ddfq, inserting into ddfq car %x, buff %x\n"
cixcd_replenish_ddfq,cipca_common.c,"  replenish_ddfq, malloced car %x, buff %x\n"
ci_remove_queue,cipca_common.c,ci_remove_queue : %s   ci_pb:%x  car_ptr:%x  nbuf:%x\n
ci_remove_queue_,cipca_common.c,ADRQ
ci_remove_queue_,cipca_common.c,ADDFQ
ci_remove_queue_,cipca_common.c,ADMFQ
ci_prefix,cipca_common.c,%s%s%s
ci_scs_map,cipca_common.c,"\nci_scs_map bdlt_base, %x bdl_ptr pa %x, user buffer %x, length: %x, num_pages %x\n"
ci_scs_map,cipca_common.c,num_ptrs:%x \n
ci_scs_map,cipca_common.c,num_bdl:%x \n
ci_scs_map,cipca_common.c,bld_ptr:%x \n
ci_scs_map,cipca_common.c,page0:%x \n
ci_scs_map,cipca_common.c,next_page:%x \n
ci_scs_map,cipca_common.c,page_offset:%x \n
ci_scs_map,cipca_common.c,num_pages:%x \n
ci_scs_map,cipca_common.c,page_cross:%x \n
ci_scs_map,cipca_common.c,bdl:%x \n
ci_scs_map,cipca_common.c,i:%x     j:%x \n
ci_scs_map,cipca_common.c,sizeof BDL:%x\n
ci_scs_map,cipca_common.c,sizeof BDL_PTR: %x\n
ci_scs_map,cipca_common.c,"ci_scs_map: bdl %x, buf_key %x, bdlt_idx %x, bdl_idx %x\n"
ci_scs_map,cipca_common.c,\n CIMNA driver error: User buffer size is 0\n
ci_scs_map,cipca_common.c,cixcd_scs_map TYP0 %x pages \n
ci_scs_map,cipca_common.c,cixcd_scs_map page0 %x next page %x page_cross %x\n
ci_scs_map,cipca_common.c,cixcd_scs_map TYP0 %x pages \n
ci_scs_map,cipca_common.c,cixcd_scs_map page0 %x next page %x page_cross %x\n
ci_scs_map,cipca_common.c,"cixcd_scs_map TYP1, %x pages \n"
ci_scs_map,cipca_common.c,cixcd_scs_map page0 %x next page %x page_cross %x\n
ci_scs_map,cipca_common.c,cixcd_scs_map TYP2\n
ci_scs_map,cipca_common.c,"ci_scs_map: \n  user buf: %x\n  mapped root0 %x %x, root1 %x %x, \
		    \nbdl %x\n  buf_key %x\n  bdlt_idx %x\n  bdl_idx %x\n"
ci_scs_map,cipca_common.c," ci_scs_map  q0 %x, q1 %x, q2 %x\n"
ci_scs_unmap,cipca_common.c," ci_scs_unmap  q0 %x, q1 %x, q2 %x\n"
ci_scs_unmap,cipca_common.c,"\nci_scs_unmap q0 %xq0 %x q1 bdlt_base, %x bdlq1 %x bdl_ptr pa %x %x\n"
ci_scs_unmap,cipca_common.c,\nci_scs_unmap  TYPE %x KEY %x\n
ci_scs_unmap,cipca_common.c,ci_scs_unmap TYPE0 pointer\n
ci_scs_unmap,cipca_common.c,"\nci_scs_unmap  TYPE1 ptr: typ0 array pa %x %x, unpacked %x \n"
ci_alloc_nport,cipca_common.c,\n   ci_alloc_nport begin:\n
ci_alloc_nport,cipca_common.c,inconsistant ddfq_entries count current:%x  limit:%x\n
ci_alloc_nport,cipca_common.c,DCCQ2
ci_alloc_nport,cipca_common.c,DCCQ1
ci_alloc_nport,cipca_common.c,DCCQ0
ci_alloc_nport,cipca_common.c,CCCQ2
ci_alloc_nport,cipca_common.c,CCCQ1
ci_alloc_nport,cipca_common.c,CCCQ0
ci_alloc_nport,cipca_common.c,ADRQ
ci_alloc_nport,cipca_common.c,DADFQ
ci_alloc_nport,cipca_common.c,ADDFQ
ci_alloc_nport,cipca_common.c,DAMFQ
ci_alloc_nport,cipca_common.c,ADMFQ
ci_alloc_nport,cipca_common.c,AADFQ
ci_alloc_nport,cipca_common.c,AAMFQ
ci_alloc_nport,cipca_common.c,DDFQ
render_queue,cipca_common.c,%s  %d\n
cixcd_write_csr,cipca_common.c,"  write_csr: %s\tadr = %x, data = %08x\n"
cipca_prefix,cipca_driver.c,pu%c0%s
cixcd_setmode,cipca_driver.c,CIPCA_setmode START (%x)\n
cixcd_setmode,cipca_driver.c,MSCP
cixcd_setmode,cipca_driver.c,NPORT
cixcd_setmode,cipca_driver.c,Failed cixcd_init_adapter\n
cixcd_setmode,cipca_driver.c,"CIPCA setmode - stop, never inited...\n"
cixcd_setmode,cipca_driver.c,Removing cipca from pollq\n
cixcd_setmode,cipca_driver.c,"CIPCA setmode - stop, complete\n"
cixcd_setmode,cipca_driver.c,CIPCA setmode error - illegal mode.\n
cixcd_setmode,cipca_driver.c,CIPCA_setmode START (%x)\n
cixcd_setmode,cipca_driver.c,_poll
cixcd_setmode,cipca_driver.c,"CIPCA setmode - stop, never inited...\n"
cixcd_setmode,cipca_driver.c,Removing cipca from pollq\n
cixcd_setmode,cipca_driver.c,"CIPCA setmode - stop, complete\n"
cixcd_setmode,cipca_driver.c,setmode READY\n
cixcd_setmode,cipca_driver.c,CIPCA setmode error - illegal mode.\n
cixcd_poll_units,cipca_driver.c,CIPCA poll_units\n
cixcd_poll_units,cipca_driver.c,%-18s %-7s %20s  %s\n
cixcd_poll_units,cipca_driver.c,poll_units: wait\n
cixcd_poll_units,cipca_driver.c,poll_units: mscp_poll_units\n
cixcd_poll_units,cipca_driver.c,poll_units: complete\n
cixcd_poll_port,cipca_driver.c,poll in prog on node %d\n
cixcd_poll_port,cipca_driver.c,CIPCA poll %d.%d\n
cixcd_wait_port,cipca_driver.c,CIPCA poll timeout %d.%d\n
cixcd_wait_on_nodes,cipca_driver.c,POLL_OK
cixcd_wait_on_nodes,cipca_driver.c,POLL_WAITING
cixcd_wait_on_nodes,cipca_driver.c,POLL_NOPATH
cixcd_wait_on_nodes,cipca_driver.c,POLL_TIMEOUT
cixcd_wait_on_nodes,cipca_driver.c,[1]Poll: %d  %s\n
cixcd_wait_on_nodes,cipca_driver.c,[2]Poll: %d  %s\n
poll_node,cipca_driver.c,POLL_OK
poll_node,cipca_driver.c,POLL_WAITING
poll_node,cipca_driver.c,POLL_NOPATH
poll_node,cipca_driver.c,POLL_TIMEOUT
poll_node,cipca_driver.c,[1]Poll: %d  %s\n
poll_node,cipca_driver.c,[2]Poll: %d  %s\n
cipca_poll,cipca_driver.c,cipca_poll killed\n
cixcd_establish_connection,cipca_driver.c,CIPCA establish_connection: %s\n
cixcd_establish_connection,cipca_driver.c,"establish_connection: wait, %s\n"
cixcd_establish_connection,cipca_driver.c,CIPCA poll timeout %d.%d\n
cixcd_establish_connection,cipca_driver.c,CIPCA poll error %d.%d\n
cixcd_establish_connection,cipca_driver.c,establish_connection: poll\n
cixcd_establish_connection,cipca_driver.c,establish_connection: complete\n
cixcd_completion_rcv,cipca_driver.c,CIPCA completion_rcv killed\n
cixcd_completion_rcv,cipca_driver.c,Sending retqe: ddfq depleted\n
cixcd_completion_rcv,cipca_driver.c,"CIPCA_completion_rcv, completion interrupt\n"
cixcd_misc_rcv,cipca_driver.c,CIPCA misc_rcv killed\n
cixcd_misc_rcv,cipca_driver.c,Data Structure Error - AFAR:%x  CASR1:%x\n
cixcd_misc_rcv,cipca_driver.c,cipca: datagram free queue exhausted.  Replenishing.\n
cixcd_misc_rcv,cipca_driver.c,Dismissing the misc int\n
cixcd_receive,cipca_driver.c,"CIPCA_receive, pull off adrq status %x car %x buf %x\n"
cixcd_receive,cipca_driver.c,     cixcd_receive NULL N CMD BUF %s - \n
cixcd_receive,cipca_driver.c,CIPCA_receive error %s - \n
cixcd_receive,cipca_driver.c,CIPCA_receive %s - break\n
cixcd_init_adapter,cipca_driver.c,cipca base0:%x base1:%x base2:%x\n
cixcd_init_adapter,cipca_driver.c,Vector being assigned: %x %x\n
cixcd_init_adapter,cipca_driver.c,setmode - start\n
cixcd_init_adapter,cipca_driver.c,CIPCA hose/slot/ctl/soft_base/vect %d/%d/%d/%08x/%x/%x\n
cixcd_init_adapter,cipca_driver.c,cipca init_adapter: malloc pb = %x\n
cixcd_init_adapter,cipca_driver.c,CIPCA in polled mode\n
cixcd_init_adapter,cipca_driver.c,cipca_completion_compl_s
cixcd_init_adapter,cipca_driver.c,cipca_misc_compl_s
cixcd_init_adapter,cipca_driver.c,cipca_misc_s
cixcd_init_adapter,cipca_driver.c,cipca_completion_s
cixcd_init_adapter,cipca_driver.c,cipca_poll_s
cixcd_init_adapter,cipca_driver.c,cipca_poll_compl_s
cixcd_init_adapter,cipca_driver.c,cipca_adapter_s
cixcd_init_port,cipca_driver.c,init_port: chnl %d \n
cixcd_init_port,cipca_driver.c,%s  hose %x  slot %x
cixcd_init_port,cipca_driver.c,CIPCA
cixcd_init_port,cipca_driver.c,%s rev_hw:%x (REV:%c)  rev_fw:%4.4s\n
cixcd_init_port,cipca_driver.c,%4.4s
cixcd_init_port,cipca_driver.c,CIPCA failed to disable port %s\n
cixcd_init_port,cipca_driver.c,init_port:  pb.num_sb %x \n
cixcd_init_port,cipca_driver.c,init_port: malloc pb.num_sb %x pb.sb = %x\n
cixcd_init_port,cipca_driver.c,init_port: malloc sb = %x\n
cixcd_init_port,cipca_driver.c,cipca_sb_ready
cixcd_init_port,cipca_driver.c,disk
cixcd_init_port,cipca_driver.c,tape
cixcd_init_port,cipca_driver.c,%s%s.%d.%d.%d.%d
cixcd_init_port,cipca_driver.c,CIPCA failed to enable port %s\n
cixcd_disable_port,cipca_driver.c,disable_port\n
cixcd_disable_port,cipca_driver.c,cipca_misc_rcv
cixcd_disable_port,cipca_driver.c,inserting cipca poller onto pollq\n
cixcd_disable_port,cipca_driver.c,Timed out waiting to enter DISABLED state\n
cixcd_disable_port,cipca_driver.c,CIPCA CASR: %x\n
cixcd_disable_port,cipca_driver.c,CIPCA initialization complete\n
cixcd_disable_port,cipca_driver.c,CIPCA did not initialize\n
cixcd_disable_port,cipca_driver.c,CIPCA does not have PORT INIT COMPLETE\n
cixcd_disable_port,cipca_driver.c,%s%s.%d.%d.%d.%d
cixcd_disable_port,cipca_driver.c,              Bus ID %d
cixcd_disable_port,cipca_driver.c,pu%s
cixcd_disable_port,cipca_driver.c,"CIPCA is CI node %d type %x, max_pgrp %x, max_mem %x\n"
cixcd_disable_port,cipca_driver.c,CIPCA failed to init nport queues %s\n
cixcd_disable_port,cipca_driver.c,CIPCA failed to init BDLT %s\n
cixcd_disable_port,cipca_driver.c,Start port:  Port name: %s%c.%d.%d.%d.%d\n
cixcd_disable_port,cipca_driver.c,CIPCA %s is CI node %d\n
